X_id,from_user_id,location,jDate,iso_language_code,to_user_name,in_reply_to_status_id_str,id,to_user_id,to_user_id_str,in_reply_to_status_id,from_user,created_at,to_user,place,metadata,text,geo,from_user_name,profile_image_url_https,rClass,source,from_user_id_str,LOCAL__created_at,id_str,profile_image_url,manual_class
4ff4fc3a841f4e48e0000010,18030458,"Chicago, IL",Thu Apr 19 10:15:16 CDT 2012,en,,,192994781390053000,,,,RobOldenburg,"Thu, 19 Apr 2012 15:15:16 +0000",,,"{ ""result_type"" : ""recent""}","RT @MatthewMaxon: Everyone in the service industry. If you see this man in your hotel, restaurant or starbucks. Give him food poisoning. http://t.co/VpATtErM",,RobOldenburg,https://si0.twimg.com/profile_images/1799375119/4-Edited_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000011,280331323,Chicago,Thu Apr 19 09:27:24 CDT 2012,en,Terry,192979732399260000,192982738414998000,108527137,108527137,192979732399260000,bravoerunway,"Thu, 19 Apr 2012 14:27:24 +0000",TerrysTwoCents,,"{ ""result_type"" : ""recent""}",@TerrysTwoCents idk if food poisoning can be 'mild' my friend....u may need to go home :(,,Bravoe Runway,https://si0.twimg.com/profile_images/1313679862/runway_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000012,330645485,"Park Ridge, IL",Thu Apr 19 09:06:45 CDT 2012,en,,,192977539763933000,,,,DannyKaitis,"Thu, 19 Apr 2012 14:06:45 +0000",,,"{ ""result_type"" : ""recent""}",I got food poisoning from washu last night,,Danny Kaitis,https://si0.twimg.com/profile_images/1429795795/272973_1573420612682_1150531011_31879981_2089182_o_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000013,22457873,"Chicago, IL - United States",Thu Apr 19 05:21:39 CDT 2012,en,,,192920893629014000,,,,medicalneeds,"Thu, 19 Apr 2012 10:21:39 +0000",,,"{ ""result_type"" : ""recent""}",Understanding Food Poisoning http://t.co/1zhJH6LU,,Medical Needs,https://si0.twimg.com/profile_images/85606965/iStock_000001751410Small_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000014,22457873,"Chicago, IL - United States",Thu Apr 19 03:51:40 CDT 2012,en,,,192898248439112000,,,,medicalneeds,"Thu, 19 Apr 2012 08:51:40 +0000",,,"{ ""result_type"" : ""recent""}",What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09,,Medical Needs,https://si0.twimg.com/profile_images/85606965/iStock_000001751410Small_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000015,68764359,Chicago,Thu Apr 19 00:09:28 CDT 2012,en,Jmark,,192842329676194000,29883084,29883084,,MattPanichi,"Thu, 19 Apr 2012 05:09:28 +0000",J_Mar1982,,"{ ""result_type"" : ""recent""}",@J_Mar1982 @derek_martin Yr-1 is all billing- then we study modern proliferation of food poisoning claims against wealthy private homeowners,,Mr.Panic,https://si0.twimg.com/profile_images/1801832748/twitterpic_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000016,54148127,"Chicago, Illinois",Wed Apr 18 22:23:21 CDT 2012,en,,,192815623322092000,,,,jwong69,"Thu, 19 Apr 2012 03:23:21 +0000",,,"{ ""result_type"" : ""recent""}",I love getting food poisoning from a field trip to a Spanish restaurant I paid almost $30 for. #lividasshit,,John Wong,https://si0.twimg.com/profile_images/1745054874/image_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000017,129946008,"Chicago, IL",Wed Apr 18 20:54:45 CDT 2012,en,,,192793325890322000,,,,ThisIsSortaLame,"Thu, 19 Apr 2012 01:54:45 +0000",,,"{ ""result_type"" : ""recent""}","i thought i was feeling butterflies when you were around. turns out, it was food poisoning. #MyMistake #Nauseous",,me. again.,https://si0.twimg.com/profile_images/2130919185/p_00760_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000018,53133565,Chicago,Wed Apr 18 19:33:13 CDT 2012,en,,,192772805383832000,,,,AndyDaglas,"Thu, 19 Apr 2012 00:33:13 +0000",,,"{ ""result_type"" : ""recent""}","So, the food poisoning is totally payback for the whole gas station thing, right? #Suburgatory",,Andy Daglas,https://si0.twimg.com/profile_images/1800043557/Picture_of_me_1_normal.png,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000019,147666060,"Chicago, IL",Wed Apr 18 15:30:32 CDT 2012,en,,,192711735378059000,,,,ChiYogi126,"Wed, 18 Apr 2012 20:30:32 +0000",,,"{ ""result_type"" : ""recent""}",The only advantage to having food poisoning is having an excuse to drink ginger ale all day,,Steve Kosin,https://si0.twimg.com/profile_images/927427469/twitter_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e000001a,14695636,"minnesota, by way of Chicago",Wed Apr 18 15:29:34 CDT 2012,en,,,192711490862723000,,,,chelseamorning,"Wed, 18 Apr 2012 20:29:34 +0000",,,"{ ""result_type"" : ""recent""}",Why do people laugh when I tell the story of my food poisoning in South Korea? glad parasites and non-control of bodily fuctions entertain u,,chelseamorning,https://si0.twimg.com/profile_images/1301673050/meinvegas_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000001b,22457873,"Chicago, IL - United States",Wed Apr 18 14:39:49 CDT 2012,en,,,192698970408100000,,,,medicalneeds,"Wed, 18 Apr 2012 19:39:49 +0000",,,"{ ""result_type"" : ""recent""}",Understanding Food Poisoning http://t.co/1zhJH6LU,,Medical Needs,https://si0.twimg.com/profile_images/85606965/iStock_000001751410Small_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000001c,401376264,Chicago,Wed Apr 18 14:39:06 CDT 2012,en,,,192698789713289000,,,,booskellington,"Wed, 18 Apr 2012 19:39:06 +0000",,,"{ ""result_type"" : ""recent""}","RT @JoanOfSnark9: I don't want to brag, but food poisoning gave me a superpower. I can pee from my ass now. Don't be jealous, haters.",,Aluap Nosnhoj,https://si0.twimg.com/profile_images/2100207267/image_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000001d,396891734,Chicago,Wed Apr 18 14:33:00 CDT 2012,en,,,192697255936004000,,,,BadHabitNuns,"Wed, 18 Apr 2012 19:33:00 +0000",,,"{ ""result_type"" : ""recent""}","RT @JoanOfSnark9: I don't want to brag, but food poisoning gave me a superpower. I can pee from my ass now. Don't be jealous, haters.",,TwistedSisters,https://si0.twimg.com/profile_images/1884360453/80600038_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000001e,360728446,Chicago,Wed Apr 18 14:25:44 CDT 2012,en,,,192695426665816000,,,,JoanOfSnark9,"Wed, 18 Apr 2012 19:25:44 +0000",,,"{ ""result_type"" : ""recent""}","I don't want to brag, but food poisoning gave me a superpower. I can pee from my ass now. Don't be jealous, haters.",,Nicole,https://si0.twimg.com/profile_images/1799320346/MeChristine__1__normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000001f,22661359,Chicago,Wed Apr 18 11:27:22 CDT 2012,en,,,192650539417342000,,,,HisNameWasJeff,"Wed, 18 Apr 2012 16:27:22 +0000",,,"{ ""result_type"" : ""recent""}",thanks for ruining ham food poisoning...you sly cruel bastard.,,Jeff Guevarra,https://si0.twimg.com/profile_images/1199347406/jeffpeg_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000020,388584475,Chicago,Wed Apr 18 11:19:30 CDT 2012,en,Jose Canseco,,192648558997021000,19715003,19715003,,tehdrunkkaos,"Wed, 18 Apr 2012 16:19:30 +0000",JoseCanseco,,"{ ""result_type"" : ""recent""}","@JoseCanseco If I start the charity ""Hugs for Haters"" would you sign autographs and take pictures? And possibly get food poisoning?",,Teh Kaos,https://si0.twimg.com/profile_images/1582469703/IH5NYPmF_normal,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000021,178434269,"Chicago, IL",Wed Apr 18 10:56:23 CDT 2012,en,,,192642742629835000,,,,BittyxBit,"Wed, 18 Apr 2012 15:56:23 +0000",,,"{ ""result_type"" : ""recent""}","RT @MatthewMaxon: Everyone in the service industry. If you see this man in your hotel, restaurant or starbucks. Give him food poisoning. http://t.co/VpATtErM",,Brittany Gabrielle,https://si0.twimg.com/profile_images/2005495542/442_normal.JPG,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000022,88775553,"Chicago, IL",Wed Apr 18 09:59:38 CDT 2012,en,,,192628456079630000,,,,MatthewMaxon,"Wed, 18 Apr 2012 14:59:38 +0000",,,"{ ""result_type"" : ""recent""}","Everyone in the service industry. If you see this man in your hotel, restaurant or starbucks. Give him food poisoning. http://t.co/VpATtErM",,Matt Maxon,https://si0.twimg.com/profile_images/1914771981/CA2_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000023,111481199,Burlington + Chicago,Wed Apr 18 09:47:58 CDT 2012,en,,,192625524487623000,,,,hannahturnbaugh,"Wed, 18 Apr 2012 14:47:58 +0000",,,"{ ""result_type"" : ""recent""}",Food poisoning can s my d,,Hannah Turnbaugh,https://si0.twimg.com/profile_images/1264053455/tumblr_lg5mt7WyFq1qe3qpfo1_500_large_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000024,27577238,"Chicago, IL",Wed Apr 18 09:46:24 CDT 2012,en,,,192625129413542000,,,,amybergseth,"Wed, 18 Apr 2012 14:46:24 +0000",,,"{ ""result_type"" : ""recent""}","Holy food poisoning. On a related note, feeling thin today! I must remember that recipe.",,Amy Bergseth,https://si0.twimg.com/profile_images/1901245893/SoAngelic2_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000025,14091369,Chicago,Wed Apr 18 09:28:51 CDT 2012,en,,,192620711699956000,,,,danideahl,"Wed, 18 Apr 2012 14:28:51 +0000",,,"{ ""result_type"" : ""recent""}","Blah, food poisoning, crawling back into bed",,D∆NI DE∆HL,https://si0.twimg.com/profile_images/2027905350/Photo_on_2011-02-15_at_23.16__3_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000026,63879021,"Chicago, IL",Wed Apr 18 08:41:41 CDT 2012,en,,,192608844596265000,,,,WhereThe_KASHat,"Wed, 18 Apr 2012 13:41:41 +0000",,,"{ ""result_type"" : ""recent""}",My tummy hurts sooooooooooo bad. I think I have food poisoning.!,,KayKay {KashKayKeri},https://si0.twimg.com/profile_images/2020659531/IMAG0426-1_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000027,25174460,"Chicago, IL",Tue Apr 17 22:40:25 CDT 2012,en,,,192457527995286000,,,,ncolebrwn,"Wed, 18 Apr 2012 03:40:25 +0000",,,"{ ""result_type"" : ""recent""}","""I'm googling 'what do they do for birthdays at hooters' (pause).. All it says is ~gives you food poisoning~""",,Nicole Brown,https://si0.twimg.com/profile_images/2028428859/Photo0055_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000028,284805986,Chicago,Tue Apr 17 20:55:39 CDT 2012,en,Caitlin DeWitt,192363056926429000,192431165179830000,374556835,374556835,192363056926429000,Bryanlizza,"Wed, 18 Apr 2012 01:55:39 +0000",Caitlin_Dewitt,,"{ ""result_type"" : ""recent""}",@Caitlin_Dewitt i see food poisoning in your future...,,Bryan Lizza,https://si0.twimg.com/profile_images/1758319608/image_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000029,30377179,Chicago,Tue Apr 17 20:37:14 CDT 2012,en,Willy D,192426432532713000,192426530826228000,350040678,350040678,192426432532713000,DaveyonMinaj,"Wed, 18 Apr 2012 01:37:14 +0000",Truk_Da_Wurl_,,"{ ""result_type"" : ""recent""}",@Truk_Da_Wurl_ food poisoning,,Alex Zolanski PF:RR,https://si0.twimg.com/profile_images/2088736971/DaveyonMinaj_normal.jpg,don't know...,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e000002a,23799709,Chicago,Tue Apr 17 18:31:34 CDT 2012,en,,,192394906008961000,,,,annradtweets,"Tue, 17 Apr 2012 23:31:34 +0000",,,"{ ""result_type"" : ""recent""}",wtf my guts are in turmoil today!? do i have food poisoning maybe!? keep thinking i am on the verge of a big vom.,,Ann/Rad,https://si0.twimg.com/profile_images/1860995772/Photo_on_2012-02-24_at_22.19_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e000002b,19048588,Chicago,Tue Apr 17 15:05:17 CDT 2012,en,,,192342993682969000,,,,ReLLyReLL,"Tue, 17 Apr 2012 20:05:17 +0000",,,"{ ""result_type"" : ""recent""}",I hope the fruits are rotten and you get food poisoning.,,Rell,https://si0.twimg.com/profile_images/2151702658/profile_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000002c,21702940,Chicago,Tue Apr 17 09:36:46 CDT 2012,en,Andrea Fellman,192259750682042000,192260319203181000,37895093,37895093,192259750682042000,vtechtoys,"Tue, 17 Apr 2012 14:36:46 +0000",savvysassymoms,,"{ ""result_type"" : ""recent""}",@savvysassymoms Oh no! Did you get food poisoning? Hope you feel better!,,VTech Toys,https://si0.twimg.com/profile_images/1541484041/InnoTab_1__normal.JPG,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000002d,32799215,"Chicago, IL",Tue Apr 17 07:35:25 CDT 2012,en,,,192229778412143000,,,,JxDubs,"Tue, 17 Apr 2012 12:35:25 +0000",,,"{ ""result_type"" : ""recent""}",So food poisoning sucks. Annnd I feel like crap. Awesome.,,Jenoa Washmon,https://si0.twimg.com/profile_images/1336724956/Jen1_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e000002e,22457873,"Chicago, IL - United States",Tue Apr 17 04:52:25 CDT 2012,en,,,192188758488121000,,,,medicalneeds,"Tue, 17 Apr 2012 09:52:25 +0000",,,"{ ""result_type"" : ""recent""}",What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09,,Medical Needs,https://si0.twimg.com/profile_images/85606965/iStock_000001751410Small_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e000002f,441497214,Chicago,Mon Apr 16 23:22:07 CDT 2012,en,,,192105637142999000,,,,ArabbbMoneyy,"Tue, 17 Apr 2012 04:22:07 +0000",,,"{ ""result_type"" : ""recent""}",I think I have food poisoning. I've spent the last 4 hours on the toilet,,Ollie,https://si0.twimg.com/profile_images/2063087445/image_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,1
4ff4fc3a841f4e48e0000030,19452604,Chicago,Mon Apr 16 21:03:25 CDT 2012,en,,,192070732681982000,,,,Partlyaskew,"Tue, 17 Apr 2012 02:03:25 +0000",,,"{ ""result_type"" : ""recent""}","Eating at deluxe diner, here's to hoping I don't food poisoning!",,Aldo H,https://si0.twimg.com/profile_images/1827098174/F61135FD-1F01-4F8F-8835-7F832956F8FE_normal,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000031,36662949,Chicago,Mon Apr 16 20:36:53 CDT 2012,en,,,192064054150431000,,,,ChiBarb,"Tue, 17 Apr 2012 01:36:53 +0000",,,"{ ""result_type"" : ""recent""}",RT @08hayabusa: Marie Osmond: 'I'd rather have food poisoning' than endorse Obama or Romney http://t.co/HFMZDnEX,,Barb,https://si0.twimg.com/profile_images/1220071759/15950_large_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000032,218188267,Chicago,Mon Apr 16 20:04:46 CDT 2012,en,Ashley,192055454879322000,192055970413818000,145806108,145806108,192055454879322000,ajtrannn,"Tue, 17 Apr 2012 01:04:46 +0000",Ricoe_Ley,,"{ ""result_type"" : ""recent""}",@Ricoe_Ley Lmao. Santi is crazy. We're all gonna get food poisoning and then we'll have to stay home tomorrow.,,AJ Tran,https://si0.twimg.com/profile_images/1856083035/IMG_3873a_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000033,22480062,Chicago,Mon Apr 16 17:56:51 CDT 2012,en,,,192023780795748000,,,,mgfs,"Mon, 16 Apr 2012 22:56:51 +0000",,,"{ ""result_type"" : ""recent""}",Tuna Source of 20-State Salmonella Outbreak http://t.co/2Qa949m6,,Mike George Fitness ,https://si0.twimg.com/profile_images/227125566/2005MG_poster_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000034,21296616,"Chicago, IL - United States",Mon Apr 16 15:02:37 CDT 2012,en,,,191979932476391000,,,,KyleneMcIntosh,"Mon, 16 Apr 2012 20:02:37 +0000",,,"{ ""result_type"" : ""recent""}",RT @medicalneeds: What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09,,Kylene McIntosh,https://si0.twimg.com/profile_images/1861268516/MVC-025S_normal.JPG,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000035,22457873,"Chicago, IL - United States",Mon Apr 16 14:58:57 CDT 2012,en,,,191979008609620000,,,,medicalneeds,"Mon, 16 Apr 2012 19:58:57 +0000",,,"{ ""result_type"" : ""recent""}",What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09,,Medical Needs,https://si0.twimg.com/profile_images/85606965/iStock_000001751410Small_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000036,211880754,"Chicago, IL",Mon Apr 16 14:31:48 CDT 2012,en,,,191972178282033000,,,,weight_gain,"Mon, 16 Apr 2012 19:31:48 +0000",,,"{ ""result_type"" : ""recent""}",Tuna Source of 20-State Salmonella Outbreak http://t.co/jX7kiuQM,,Weight Gain,https://si0.twimg.com/profile_images/1159581115/kayla_normal.PNG,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000037,226572010,"Indy, IN",Mon Apr 16 13:32:00 CDT 2012,en,,,191957126678192000,,,,healthnutchuck,"Mon, 16 Apr 2012 18:32:00 +0000",,,"{ ""result_type"" : ""recent""}",Tuna Source of 20-State Salmonella Outbreak http://t.co/G5B0nGS1 http://t.co/66XeRtNE,,Charlie Paxson,https://si0.twimg.com/profile_images/1213120091/chuck_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000038,36348631,"Chicago, IL",Mon Apr 16 09:42:41 CDT 2012,en,,,191899419904455000,,,,anniekfox,"Mon, 16 Apr 2012 14:42:41 +0000",,,"{ ""result_type"" : ""recent""}","this guy on 4 square that is the mayor of mcdonald's- first tip: ""be careful at mcdonald's i got food poisoning there""",,Annie,https://si0.twimg.com/profile_images/1981401000/Photo_on_2012-03-28_at_12.37_normal.jpg,food poisoning tweet,NA,NA,NA,NA,NA,0
4ff4fc3a841f4e48e0000039,103789296,Chicago,Mon Apr 16 08:46:57 CDT 2012,en,,,191885393715659000,,,,Bee_Cool,"Mon, 16 Apr 2012 13:46:57 +0000",,,"{ ""result_type"" : ""recent""}",Health Buzz: Chin Implants Are On The Rise: Mistakes that up your risk of food poisoning; do you really have allergies? http://t.co/3O2IrhRy,,Bee Cool,https://si0.twimg.com/profile_images/624365073/happy_bee_normal.jpg,not a food poisoning tweet,NA,NA,NA,NA,NA,0
